id,num_agents,num_alternatives,num_practical_args,num_epistemic_args,attacks_density,N,bullshiters_density,overcautios_density,resource_boundness_density,redundancy_init,num_agents_R,num_agents_RI,mean_metric_d,std_metric_d,time_neg_mean,time_neg_std,FP_mean,FP_std,FN_mean,FN_std,TP_mean,TP_std,TN_mean,TN_std,redundancy_final_mean,redundancy_final_std,signal_mean,signal_std,noise_mean,noise_std,noise_signal
288,5,3,8,4,0.6,5,0.5,0.0,0.8,0.7,2,0,0.8400000000000001,0.6118823416311342,9.2687249498,4.774815669468985,0.0,0.0,0.3978034071176576,0.0039390896626412,0.5996295096050192,0.0078015879485597,1.0,0.0,0.640690969200467,0.1522038867124638,0.003517027863777,0.0004705882352941,0.6225966788629328,0.055371974921449,0.6261137067267099
